channel,title,number,date,genre,detail
SBS,미운우리새끼다시쓰는육아일기,2399,2월3주차,예능,리얼리티
KBS2,(미스몬테크리스토),2198,2월3주차,드라마,로맨스
MBC,나혼자산다,2169,2월3주차,예능,리얼리티
KBS2,1박2일,2007,2월3주차,예능,여행
KBS1,KBS9시뉴스,1939,2월3주차,뉴스,뉴스
MBC,놀면뭐하니,1838,2월3주차,예능,리얼 버라이어티 쇼
KBS1,한국인의밥상,1785,2월3주차,시사/교양,시사교양
KBS1,인간극장,1583,2월3주차,시사/교양,다큐
SBS,TV동물농장,1514,2월3주차,시사/교양,리얼리티
KBS1,김영철의동네한바퀴,1494,2월3주차,시사/교양,다큐
KBS2,슈퍼맨이돌아왔다,1477,2월3주차,예능,리얼리티
SBS,궁금한이야기Y,1435,2월3주차,시사/교양,시사교양
KBS2,(달이뜨는강),1433,2월3주차,드라마,사극
KBS1,아침마당,1424,2월3주차,시사/교양,시사교양
SBS,순간포착,1407,2월3주차,시사/교양,리얼리티
KBS1,우리말겨루기,1291,2월3주차,시사/교양,퀴즈
TV CHOSUN,내일은미스트롯,6301,2월3주차,예능,음악
TV CHOSUN,내일은미스트롯,5831,2월3주차,예능,음악
TV CHOSUN,사랑의콜센타,2779,2월3주차,예능,리얼리티
TV CHOSUN,미스터트롯F4뽕숭아학당,2342,2월3주차,예능,예능
TV CHOSUN,사랑의콜센타,2299,2월3주차,예능,리얼리티
TV CHOSUN,미스터트롯F4뽕숭아학당,2112,2월3주차,예능,예능
TV CHOSUN,세상어디에도없는아내의맛,1802,2월3주차,예능,버라이어티
JTBC,뭉쳐야쏜다전설들의농구대잔치,1625,2월3주차,예능,스포츠
TV CHOSUN,리얼타임우리이혼했어요,1522,2월3주차,드라마,리얼리티
TV CHOSUN,(결혼작사이혼작곡),1475,2월3주차,드라마,멜로
tvN,(빈센조),2161,2월3주차,드라마,"블랙 코미디,범죄,액션"
tvN,윤스테이사장님마음담아,1971,2월3주차,예능,리얼리티
tvN,(루카더비기닝),1265,2월3주차,드라마,SF
tvN,유퀴즈온더블럭,1223,2월3주차,예능,토크쇼
tvN,놀라운토요일예능신대륙개척,1099,2월3주차,예능,리얼 버라이어티 쇼
tvN,벌거벗은세계사,843,2월3주차,예능,역사
tvN,온앤오프,674,2월3주차,예능,리얼리티
tvN,너의목소리가보여8,551,2월3주차,예능,음악
tvN,코미디빅리그,550,2월3주차,예능,코미디
tvN,신박한정리집구석카운슬링,537,2월3주차,예능,리얼리티
KBS2,(오삼광빌라),5191,2월1주차,드라마,"가족, 로맨스"
KBS1,(누가뭐래도),3365,2월1주차,드라마,"가족, 로맨스"
KBS2,(비밀의남자),3228,2월1주차,드라마,멜로
KBS2,1박2일,2399,2월1주차,예능,여행
KBS2,트롯전국체전,2318,2월1주차,예능,음악
SBS,미운우리새끼다시쓰는육아일기,2130,2월1주차,예능,리얼리티
MBC,나혼자산다,1995,2월1주차,예능,리얼리티
KBS2,(암행어사조선비밀수사단),1964,2월1주차,드라마,사극
MBC,놀면뭐하니,1936,2월1주차,예능,리얼 버라이어티 쇼
KBS1,KBS9시뉴스,1866,2월1주차,뉴스,뉴스
SBS,TV동물농장,1654,2월1주차,시사/교양,리얼리티
KBS1,인간극장,1605,2월1주차,시사/교양,다큐
KBS1,김영철의동네한바퀴,1475,2월1주차,시사/교양,다큐
KBS2,슈퍼맨이돌아왔다,1442,2월1주차,예능,리얼리티
KBS1,아침마당,1366,2월1주차,시사/교양,시사교양
KBS2,사장님귀는당나귀귀,1355,2월1주차,예능,리얼 버라이어티 쇼
KBS2,살림하는남자들,1321,2월1주차,예능,리얼리티
KBS1,6시내고향,1310,2월1주차,시사/교양,시사교양
SBS,궁금한이야기Y,1306,2월1주차,시사/교양,시사교양
KBS1,한국인의밥상,1299,2월1주차,시사/교양,시사교양
TV CHOSUN,내일은미스트롯,6277,2월1주차,예능,음악
TV CHOSUN,내일은미스트롯,5636,2월1주차,예능,음악
TV CHOSUN,사랑의콜센타,2811,2월1주차,예능,리얼리티
TV CHOSUN,사랑의콜센타,2644,2월1주차,예능,리얼리티
JTBC,싱어게인무명가수전,2318,2월1주차,예능,음악
TV CHOSUN,미스터트롯F4뽕숭아학당,2019,2월1주차,예능,예능
TV CHOSUN,미스터트롯F4뽕숭아학당,1987,2월1주차,예능,예능
TV CHOSUN,세상어디에도없는아내의맛,1853,2월1주차,예능,버라이어티
JTBC,뭉쳐야쏜다전설들의농구대잔치,1813,2월1주차,예능,스포츠
TV CHOSUN,(결혼작사이혼작곡),1511,2월1주차,드라마,멜로
tvN,(철인왕후조선중전영혼가출스캔들),3849,2월1주차,드라마,사극
tvN,윤스테이사장님마음담아,2849,2월1주차,예능,리얼리티
tvN,유퀴즈온더블럭,1424,2월1주차,예능,토크쇼
tvN,벌거벗은세계사,1333,2월1주차,예능,역사
tvN,(루카더비기닝),1333,2월1주차,드라마,SF
tvN,(여신강림),1312,2월1주차,드라마,로맨스
tvN,놀라운토요일예능신대륙개척,1061,2월1주차,예능,리얼 버라이어티 쇼
tvN,난리났네난리났어,924,2월1주차,예능,예능
tvN,코미디빅리그,707,2월1주차,예능,코미디
MBC every1,어서와한국은처음이지,591,2월1주차,예능,여행
KBS2,(오삼광빌라),5310,1월5주차,드라마,"가족, 로맨스"
KBS1,(누가뭐래도),3474,1월5주차,드라마,"가족, 로맨스"
KBS2,(비밀의남자),3212,1월5주차,드라마,멜로
SBS,미운우리새끼다시쓰는육아일기,2793,1월5주차,예능,리얼리티
KBS2,트롯전국체전,2415,1월5주차,예능,음악
MBC,놀면뭐하니,2201,1월5주차,예능,리얼 버라이어티 쇼
KBS2,1박2일,2151,1월5주차,예능,여행
KBS1,KBS9시뉴스,2096,1월5주차,뉴스,뉴스
MBC,나혼자산다,1992,1월5주차,예능,리얼리티
KBS2,(암행어사조선비밀수사단),1785,1월5주차,드라마,사극
KBS1,인간극장,1634,1월5주차,시사/교양,다큐
SBS,궁금한이야기Y,1571,1월5주차,시사/교양,시사교양
KBS2,살림하는남자들,1540,1월5주차,예능,리얼리티
SBS,TV동물농장,1525,1월5주차,시사/교양,리얼리티
KBS2,슈퍼맨이돌아왔다,1471,1월5주차,예능,리얼리티
KBS1,아침마당,1403,1월5주차,시사/교양,시사교양
KBS1,6시내고향,1401,1월5주차,시사/교양,시사교양
KBS1,김영철의동네한바퀴,1396,1월5주차,시사/교양,다큐
KBS1,한국인의밥상,1387,1월5주차,시사/교양,시사교양
SBS,순간포착,1353,1월5주차,시사/교양,리얼리티
TV CHOSUN,내일은미스트롯,5932,1월5주차,예능,음악
TV CHOSUN,내일은미스트롯,5581,1월5주차,예능,음악
TV CHOSUN,사랑의콜센타,2956,1월5주차,예능,리얼리티
TV CHOSUN,사랑의콜센타,2747,1월5주차,예능,리얼리티
TV CHOSUN,미스터트롯F4뽕숭아학당,2451,1월5주차,예능,예능
TV CHOSUN,미스터트롯F4뽕숭아학당,2222,1월5주차,예능,예능
JTBC,싱어게인무명가수전,2059,1월5주차,예능,음악
TV CHOSUN,세상어디에도없는아내의맛,1708,1월5주차,예능,버라이어티
TV CHOSUN,(결혼작사이혼작곡),1533,1월5주차,드라마,멜로
TV CHOSUN,세상어디에도없는아내의맛,1456,1월5주차,예능,버라이어티
tvN,(철인왕후조선중전영혼가출스캔들),3999,1월5주차,드라마,사극
tvN,윤스테이사장님마음담아,2919,1월5주차,예능,리얼리티
tvN,벌거벗은세계사,1403,1월5주차,예능,역사
tvN,(여신강림),1178,1월5주차,드라마,로맨스
tvN,유퀴즈온더블럭,1170,1월5주차,예능,토크쇼
tvN,놀라운토요일예능신대륙개척,1034,1월5주차,예능,리얼 버라이어티 쇼
tvN,난리났네난리났어,1007,1월5주차,예능,예능
tvN,너의목소리가보여8,687,1월5주차,예능,음악
tvN,이서진의뉴욕뉴욕부사장님의추억여행,603,1월5주차,예능,여행
tvN,코미디빅리그,586,1월5주차,예능,코미디
KBS2,(오삼광빌라),4973,1월3주차,드라마,"가족, 로맨스"
KBS1,(누가뭐래도),3460,1월3주차,드라마,"가족, 로맨스"
KBS2,(비밀의남자),3130,1월3주차,드라마,멜로
SBS,미운우리새끼다시쓰는육아일기,2900,1월3주차,예능,리얼리티
KBS2,1박2일,2623,1월3주차,예능,여행
MBC,놀면뭐하니,2310,1월3주차,예능,리얼 버라이어티 쇼
KBS2,트롯전국체전,2298,1월3주차,예능,음악
MBC,나혼자산다,2148,1월3주차,예능,리얼리티
KBS1,KBS9시뉴스,2038,1월3주차,뉴스,뉴스
SBS,(WARINLIFE펜트하우스히든룸숨겨진이야기),1801,1월3주차,드라마,예능
KBS2,살림하는남자들,1797,1월3주차,예능,리얼리티
SBS,(WARINLIFE펜트하우스히든룸숨겨진이야기),1711,1월3주차,드라마,예능
SBS,TV동물농장,1669,1월3주차,시사/교양,리얼리티
KBS1,한국인의밥상,1669,1월3주차,예능,시사교양
MBC,미스터리음악쇼복면가왕,1626,1월3주차,예능,음악
KBS1,김영철의동네한바퀴,1582,1월3주차,시사/교양,다큐
KBS2,슈퍼맨이돌아왔다,1537,1월3주차,예능,리얼리티
KBS1,6시내고향,1490,1월3주차,시사/교양,시사교양
KBS2,사장님귀는당나귀귀,1455,1월3주차,예능,리얼 버라이어티 쇼
KBS1,인간극장,1445,1월3주차,시사/교양,다큐
TV CHOSUN,내일은미스트롯,6335,1월3주차,예능,음악
TV CHOSUN,내일은미스트롯,5518,1월3주차,예능,음악
TV CHOSUN,사랑의콜센타,2724,1월3주차,예능,리얼리티
TV CHOSUN,사랑의콜센타,2457,1월3주차,예능,리얼리티
TV CHOSUN,미스터트롯F4뽕숭아학당,2191,1월3주차,예능,예능
TV CHOSUN,미스터트롯F4뽕숭아학당,2170,1월3주차,예능,예능
JTBC,싱어게인무명가수전,1984,1월3주차,예능,음악
TV CHOSUN,세상어디에도없는아내의맛,1891,1월3주차,예능,버라이어티
TV CHOSUN,세상어디에도없는아내의맛,1617,1월3주차,예능,버라이어티
TV CHOSUN,내일은미스트롯,1568,1월3주차,예능,음악
tvN,(철인왕후조선중전영혼가출스캔들),3427,1월3주차,드라마,사극
OCN,경이로운소문,2978,1월3주차,드라마,미스터리
tvN,윤스테이사장님마음담아,2654,1월3주차,예능,리얼리티
tvN,유퀴즈온더블럭,1252,1월3주차,예능,토크쇼
tvN,(여신강림),1241,1월3주차,드라마,로맨스
tvN,놀라운토요일예능신대륙개척,1224,1월3주차,예능,리얼 버라이어티 쇼
tvN,(낮과밤),1198,1월3주차,드라마,미스터리
tvN,코미디빅리그,717,1월3주차,예능,코미디
tvN,신박한정리집구석카운슬링,661,1월3주차,예능,리얼리티
MBC every1,어서와한국은처음이지,621,1월3주차,예능,여행
KBS2,(오삼광빌라),5431,1월1주차,드라마,"가족, 로맨스"
SBS,(WARINLIFE펜트하우스),3940,1월1주차,드라마,"범죄, 스릴러"
KBS1,(누가뭐래도),3392,1월1주차,드라마,"가족, 로맨스"
KBS2,(비밀의남자),3042,1월1주차,드라마,멜로
SBS,미운우리새끼다시쓰는육아일기,2725,1월1주차,예능,리얼리티
KBS2,1박2일,2352,1월1주차,예능,여행
MBC,놀면뭐하니,2101,1월1주차,예능,리얼 버라이어티 쇼
KBS2,트롯전국체전,2086,1월1주차,예능,음악
KBS1,KBS9시뉴스,1915,1월1주차,뉴스,뉴스
KBS1,한국인의밥상,1697,1월1주차,시사/교양,시사교양
KBS2,살림하는남자들,1658,1월1주차,예능,리얼리티
KBS2,사장님귀는당나귀귀,1618,1월1주차,예능,리얼 버라이어티 쇼
SBS,궁금한이야기Y,1587,1월1주차,시사/교양,시사교양
SBS,트롯신이떴다2LASTCHANCE,1583,1월1주차,예능,음악
KBS2,슈퍼맨이돌아왔다,1559,1월1주차,예능,리얼리티
MBC,미스터리음악쇼복면가왕,1547,1월1주차,예능,음악
KBS2,불후의명곡,1512,1월1주차,예능,음악
SBS,TV동물농장,1508,1월1주차,시사/교양,리얼리티
KBS1,6시내고향,1496,1월1주차,시사/교양,시사교양
KBS1,아침마당,1486,1월1주차,시사/교양,시사교양
TV CHOSUN,내일은미스트롯,5720,1월1주차,예능,음악
TV CHOSUN,내일은미스트롯,5056,1월1주차,예능,음악
TV CHOSUN,내일은미스트롯,4691,1월1주차,예능,음악
TV CHOSUN,사랑의콜센타,3179,1월1주차,예능,리얼리티
TV CHOSUN,사랑의콜센타,2594,1월1주차,예능,리얼리티
TV CHOSUN,미스터트롯F4뽕숭아학당,2503,1월1주차,예능,예능
TV CHOSUN,미스터트롯F4뽕숭아학당,2265,1월1주차,예능,예능
JTBC,아는형님,1931,1월1주차,예능,리얼리티
TV CHOSUN,내일은미스트롯,1718,1월1주차,예능,음악
JTBC,뭉쳐야찬다전설들의조기축구,1474,1월1주차,예능,스포츠
tvN,(철인왕후조선중전영혼가출스캔들),3261,1월1주차,드라마,사극
OCN,경이로운소문,2745,1월1주차,드라마,미스터리
tvN,유퀴즈온더블럭,1182,1월1주차,예능,토크쇼
tvN,놀라운토요일예능신대륙개척,1059,1월1주차,예능,리얼 버라이어티 쇼
tvN,(낮과밤),934,1월1주차,드라마,미스터리
tvN,코미디빅리그,740,1월1주차,예능,코미디
tvN,신박한정리집구석카운슬링,727,1월1주차,예능,리얼리티
OCN,맨인블랙:인터내셔널,608,1월1주차,영화,"액션, SF"
tvN,신서유기8,587,1월1주차,예능,버라이어티 쇼
tvN,나쁜녀석들,578,1월1주차,영화,스릴러
