index,cnt,percent
애니메이션,6.0,15.79
음식,4.0,10.53
로맨틱코미디,9.0,23.69
범죄,1.0,2.63
로맨스,5.0,13.16
액션,1.0,2.63
스포츠,1.0,2.63
틴에이저,1.0,2.63
스릴러,5.0,13.16
전쟁,5.0,13.16
